,text,label
3058,bom utilizando code juntamente code fazer comunicacao banco code servidor azure 8gb ham 2 cpu centos 7 banco utilizando abordagem 2 code verdade pora vir pensamos possivelmente poderia ser problema porem nao certeza disso assim tendo varios problemas conexao alguns momentos algumas code code informar erro log node 22240 unhandledpromiserejectionwarning sequelizedatabaseerror read econnreset warning js 18 at query formaterror c \users\ax10415\projetos\aperam mes tubos ode modules\sequelize\lib\dialects\postgres\query js 363 16 at query catch err c \users\ax10415\projetos\aperam mes tubos ode modules\sequelize\lib\dialects\postgres\query js 86 18 at trycatcher c \users\ax10415\projetos\aperam mes tubos ode modules\bluebird\js\release\util js 16 23 at promise settlepromisefromhandler c \users\ax10415\projetos\aperam mes tubos ode modules\bluebird\js\release\promise js 512 31 at promise settlepromise c \users\ax10415\projetos\aperam mes tubos ode modules\bluebird\js\release\promise js 569 18 at promise settlepromise0 c \users\ax10415\projetos\aperam mes tubos ode modules\bluebird\js\release\promise js 614 10 at promise settlepromises c \users\ax10415\projetos\aperam mes tubos ode modules\bluebird\js\release\promise js 690 18 at drainqueuestep c \users\ax10415\projetos\aperam mes tubos ode modules\bluebird\js\release\async js 138 12 at drainqueue c \users\ax10415\projetos\aperam mes tubos ode modules\bluebird\js\release\async js 131 9 at async drainqueues c \users\ax10415\projetos\aperam mes tubos ode modules\bluebird\js\release\async js 147 5 at immediate async drainqueues onimmediate c \users\ax10415\projetos\aperam mes tubos ode modules\bluebird\js\release\async js 17 14 at runcallback timers js 705 18 at tryonimmediate timers js 676 5 at processimmediate timers js 658 5 node 22240 unhandledpromiserejectionwarning unhandled promise rejection this error originated either by throwing inside of an async function without catch block or by rejecting promise which was not handled with catch rejection id 10 ja tentamos fazer algumas atualizacoes arquivo configuracao segundo site pgtune code fizemos configuracoes primeiro problema interessante aconteceu reclamou code estudando encontramos proprio code informa precisamos mudar entao aplicamos mudancas arquivo code adicionando linhas code alem disso tentamos aumentar capacidade servidor 4gb 8gb porem tambem nao sucesso algum enfim nao entendendo problema mensagem erro nao clara menos mim,"(1, 0, 0, 0)"
3059,possuo tabela diversas informacoes servidor local uso jquery detectar clico linha passar informacoes via get mesma pagina trato informacoes php isset php code jquery code html code forma sempre clicar linha tabela comando code vai ser executado nao nada selecionado gostaria saber existe alguma forma verificar javascript jquery usuario selecionou algo antes executar comando copiar,"(0, 1, 0, 0)"
3060,problema nao consigo resolver function calcular faz subtracao preco totalpago mostra quantiafalta so mostrar quantiafalta mostra assim preco 62 000 total pago 60 000 quantia falta 2 queria mostrasse assim preco 62 000 total pago 60 000 quantia falta 2 000 code,"(0, 0, 1, 0)"
3061,fiz pequena funcao javascript fazer busca dinamica banco dados dar refresh funcionando porem acho ha problema code inserir texto campo code apagar texto code mostra todos campos cadastrados banco dados nao vai ser legal ha outro metodo retirar bug campo vazio code codigo html code,"(0, 0, 1, 0)"
3062,alguem sabe algum artigo tutorial codigo ensina criar sistema login sessao cookies usando node js mysql,"(1, 0, 0, 0)"
3063,tentando inserir javascript pagina html javascript apos pagina ja ter carregado nao consigo fazer novo codigo funcionar problema code obs nao posso colocar codigo dentro code,"(0, 0, 1, 0)"
3064,situacao desenvolvendo extensao google chrome preciso utilizar alguns modulos nodejs entao encontrei ferramenta browserify possa agregar modulos utiliza lo navegador ambiente possuo nodejs npm browserify instalados maquina ubuntu modulo desejo code main js code comando dou seguinte comando escrever codigo baseado navegador code retorna erro usr bin env node arquivo diretorio nao encontrado,"(1, 0, 0, 0)"
3065,tentando imprimir valor digitado usuario partir code exemplo campo nome obte lo quero imprimir tal nome,"(0, 0, 1, 0)"
3066,peguei codigo internet configura abas tudo funciona bem nao ser caso mudo aba retorno anterior dados preenchidos formulario apagados mascaras campos tambem sao perdidas codigo conf aba code abaixo css code abaixo codigo html 2 abas extenso coloquei apenas 2 abas 5 code,"(0, 1, 1, 0)"
3067,problema menu arvore abaixo clico elementos filhos ul 0 executo troca classe evitar code code code,"(0, 0, 1, 0)"
3068,request click botao recebendo qtd1led on porem gostaria receber somente qtd1led on aonde alteracao codigo code html code,"(1, 0, 1, 0)"
3069,bom queria atraves arquivo txt tranformar linhas arrays melhor procurar dentro sequencia 9 numeros vincular imagem obs dentro txt s serao lidos haverao sequencia 9 numeros pra fazer node outra tecnologia code,"(1, 0, 0, 0)"
3070,comecando aprender firebase usando cloud firestore surge duvida posso relacionar colecoes vejo colecoes tabelas entao colecao produtos categoria colecao produtos ter id categoria especificar cada alguma categoria banco nao relacional ainda aprendendo tudo meio perdido qualquer ajuda agradecido,"(0, 0, 0, 1)"
3071,bloquear digitacao campo date manter popup carrega calendario problema seguinte code adicionei data limite code usuario escolhe calendario data la datas posteriores data limite estao desativadas selecao entanto usuario resolver digitar data inves escolhe la calendario entao conseguira digitar data posterior data limite contornar problema,"(0, 1, 1, 0)"
3072,controller seguinte bloco codigo code directive escuta eventos tag code muda dois valores variaveis code code code nao alterando saio pagina console log mostra seguinte dou play video 0 0 antes alguem pergunte funcionando evento coloquei console log dentro code chegando ali,"(0, 0, 0, 1)"
3073,json paginado nao paginado digitava qualquer coisa busca buscava impresso tela exemplo seguir code agora paginei continua buscando somente impresso ja carregado paginacao posso realizar busca json necessidade carregar todos registros tela segue trecho controller paginacao code,"(0, 0, 0, 1)"
3074,nao conseguindo instalar jspdf nodejs npm rodei code trabalhar nodejs nao instala porque problema rodar arquivo code especificando versao pacote problema entao baixei zip node jspdf indicado arquivo code descompactei criei pastas necessarias indicadas arquivo instalacao executar app modulo nao localizado porem consegui gerar pdf fazendo referencia modulo diretamente nao sei certo usar assim app funcionou princípio code pdf criado corretamente pasta local pretendo fazer enviado browser porem usar exemplo githud forma abaixo aparece erro navigator is not defined assim app deu erro code perguntas 1 posso usar jspdf indicando path modulo diretamente salvando arquivo forma funcionou 2 erro navigator is not defined nao porque apenas executando script imagino executar via browser vai parar problema,"(1, 0, 0, 0)"
3075,ola fazendo campo busca onde traz dados xml porem so trazendo digitar nome ordem certa exemplo xml nome pessoa manoel silva escrevo so manoel silva campo busca nao retorna dados pessoa so retorna colocar meio nome pedaco codigo code alguma ideia,"(0, 1, 0, 0)"
3076,seguinte botao code mesma pagina seguinte script code dou click olha mensagem aparece exemplo peguei nesse link,"(0, 1, 0, 0)"
3077,desenvolvendo codigo interacao usuario deve acender lampada passar mouse cima quebra la caso code sobre iteracao code ocorrendo normalmente code nao funciona ie chrome alguem pode ajudar code code,"(0, 0, 1, 0)"
3078,boa noite tentando fazer acesso maquina local servidor recebendo resposta access control allow origin header is present on the requested resource origin is therefore not allowed access porem usando postman consigo sao requisitos servidor code codigo code alguem luz,"(0, 1, 0, 0)"
3079,alterar pasta onde plugin jquery file upload busca imagens serem exibidas atualmente pasta files porem nao encontrei local onde indicando pasta ser buscada imagens,"(0, 1, 0, 0)"
3080,preciso criar lista categorias html javascript exemplo input sera onde usuario vai inserir nome categoria selecionar botao salvar categoria categoria sera salva sera listada outra tela gostaria saber alguem pode dizer estar fazendo algum video tutorial,"(0, 1, 1, 0)"
3081,tabela code horizontal onde pretendo obter valor code horario clicar linha segue imagem pra tentar ilustrar melhor clicar linha 07 00 horas exemplo abrir modal cadastro evento horario clicado construi tabela seguinte forma code faco,"(0, 1, 1, 0)"
3082,preciso alterar id formulario html javascript tempo execucao tentando jquery javascript nao funcionando code code nenhum dois funciona vou ver codigo pagina ainda valor antigo,"(0, 1, 0, 0)"
3083,codigo jquery pagina cshtml problema validar email expressao regular pois code comando razor net proceder resolver problema segue script code erro ocorre,"(0, 1, 0, 0)"
3084,realizo consulta ajax pagina php problema pedindo retornar dados data ajax nao retorna nada dou alert data retorna alerta branco codigo js abaixo code codigo bloco login pagina html code codigo pagina php code,"(0, 1, 0, 0)"
3085,criei pagina html formulario nele code outro campo code todos atributo code code tentar receber valores parametros code nao obtive sucesso arquivo apenas outro campo code tentei entao obter arquivo atraves code vez nao obtive sucesso code enviar formulario tentei entao utilizar code varias tentativas desisti code montei todo code via javascript nada funcionou code varias pesquisas encontrei alternativa usar formdata obtive sucesso ajax ultimo exemplo dado fiz seguintes mudancas code nao encontrei resposta detalhada motivo nao conseguia enviar arquivo metodos citados anteriormente somente code 1 metodos citados nao funcionaram 2 formdata diferente faz funcione,"(0, 1, 0, 0)"
3086,boa tarde seguinte codigo php tanto quanto simples code seguinte codigo javascript code code lugar 8 9 pretendia jogar variaveis criadas dentro documento code ja tentei criar grafico dentro tag code code seguinte forma code tambem code frente variaveis nao deu certo alguma solucao grafico funciona valores 8 9 ser variaveis variaveis php tambem funcionam obrigado,"(0, 1, 0, 0)"
3087,sistema rodando normalmente laravel 5 2 porem preciso recursos so versoes atuais framework realizei atualizacao versao 5 6 tendo problemas requisicoes ajax antes funciona normante laravel 5 2 script atualizado dicas colaboradores responderam pergunta code controller code obs ambos casos acompanhar console navegador dados sao retornados certinhos guia network conclusao caso retorne string funciona normal porem caso retorne array entra error mensagem syntaxerror unexpected token in json at position 0 at parse console ainda assim retorno dados guia network,"(0, 1, 0, 0)"
3088,comecando estudar node agora ja deparo problema segue codigo code rodo executo node node server terminal nao acontece nada ha algum erro codigo,"(1, 0, 0, 0)"
3089,criando calendario mao sei voces vao dizer existem varias libs ja montam calendario todo so projeto nao pode ter libs externas alem angularjs 1 5 8 nao posso usar nenhuma lib faca automaticamente pra mim segue abaixo codigo tentei fazer code variavel code guarda quantidade dias cada mes dividir 7 mes fevereiro desse ano fica 3 semanas nao real funcao verifica ano bissexto ano bissexto troca valores code assim ainda problema tentei fazendo divisao 5 mes fevereiro 2019 fica bom so bagunca fevereiro 2020 variavel code indicando indice array sendo passada parametro,"(0, 0, 0, 1)"
